Model,Implementation,Time [sec],Train CE,Val CE,Train Accuracy,Val Accuracy,Train F1 Macro,Val F1 Macro
M0,Base model,383.2847418785095,2.235324467203288,2.2328721679646644,0.4756603084351127,0.47683057408780166,0.18527621806415798,0.18602605676599188
A1,Mini-batch SGD,402.7846465110779,0.2742769811429201,0.36995402956424867,0.8971582957892378,0.8753232847376657,0.8752841293328992,0.8407568152615535
A2,Adam,371.1384861469269,3.0802361877420474,3.0783805189927134,0.1425810925993573,0.14286302610987564,0.029961730837003594,0.029956539698303353
A3,L2,364.11888003349304,2.1005028607678327,2.0967785972055126,0.48853912438875036,0.4876863520303105,0.2097420919152342,0.208779555380111
A4,Exponential LR Scheduler,363.54463481903076,2.850303193088094,2.8496678749423032,0.37985095302885113,0.3796886582653818,0.1330584524578322,0.1329657497387248
A5,Batch Normalization,1195.8640480041504,1.8306295962599402,1.8285651341375009,0.5637755507202643,0.564936990363232,0.3184885040981898,0.31930553109777543
A6,Label Smoothing,388.8411445617676,2.1851758180071426,2.1837684653706266,0.4877661836669508,0.4867062021250309,0.220282461809075,0.21883585433590608
A7,Gradient Clipping,377.6336512565613,2.242585682781727,2.241244459281145,0.4464138550506735,0.4465530022238695,0.17512713449942838,0.1750906523052458
